2009-06-13T00:00:00	0.47	41
2009-06-13T00:06:00	0.75	46
2009-06-13T00:12:00	0.98	40
2009-06-13T00:18:00	1.12	37
2009-06-13T00:24:00	1.30	39
2009-06-13T00:30:00	1.52	36
2009-06-13T00:36:00	1.69	36
2009-06-13T00:42:00	1.84	36
2009-06-13T00:48:00	1.98	36
2009-06-13T00:54:00	2.12	33
2009-06-13T01:00:00	2.23	33
2009-06-13T01:06:00	2.31	34
2009-06-13T01:12:00	2.34	36
2009-06-13T01:18:00	2.36	36
2009-06-13T01:24:00	2.39	35
2009-06-13T01:30:00	2.48	37
2009-06-13T01:36:00	2.53	37
2009-06-13T01:42:00	2.59	36
2009-06-13T01:48:00	2.65	38
2009-06-13T01:54:00	2.66	38
2009-06-13T02:00:00	2.72	38
2009-06-13T02:06:00	2.78	39
2009-06-13T02:12:00	2.87	40
2009-06-13T02:18:00	2.87	39
2009-06-13T02:24:00	2.80	40
2009-06-13T02:30:00	2.92	41
2009-06-13T02:36:00	2.89	41
2009-06-13T02:42:00	2.84	42
2009-06-13T02:48:00	2.79	42
2009-06-13T02:54:00	2.73	41
2009-06-13T03:00:00	2.73	42
2009-06-13T03:06:00	2.68	42
2009-06-13T03:12:00	2.63	42
2009-06-13T03:18:00	2.58	43
2009-06-13T03:24:00	2.52	43
2009-06-13T03:30:00	2.48	43
2009-06-13T03:36:00	2.45	42
2009-06-13T03:42:00	2.38	43
2009-06-13T03:48:00	2.37	43
2009-06-13T03:54:00	2.34	43
2009-06-13T04:00:00	2.31	43
2009-06-13T04:06:00	2.27	43
2009-06-13T04:12:00	2.24	44
2009-06-13T04:18:00	2.17	44
2009-06-13T04:24:00	2.10	43
2009-06-13T04:30:00	2.02	45
2009-06-13T04:36:00	1.89	45
2009-06-13T04:42:00	1.82	45
2009-06-13T04:48:00	1.71	47
2009-06-13T04:54:00	1.59	46
2009-06-13T05:00:00	1.48	47
2009-06-13T05:06:00	1.38	47
2009-06-13T05:12:00	1.23	50
2009-06-13T05:18:00	1.09	54
2009-06-13T05:24:00	0.96	53
2009-06-13T05:30:00	0.83	53
2009-06-13T05:36:00	0.67	52
2009-06-13T05:42:00	0.59	50
2009-06-13T05:48:00	0.44	49
2009-06-13T05:54:00	0.26	56
2009-06-13T06:00:00	0.08	213
2009-06-13T06:06:00	0.49	194
2009-06-13T06:12:00	0.76	198
2009-06-13T06:18:00	0.95	196
2009-06-13T06:24:00	0.85	224
2009-06-13T06:30:00	1.18	214
2009-06-13T06:36:00	1.43	211
2009-06-13T06:42:00	1.60	210
2009-06-13T06:48:00	1.80	211
2009-06-13T06:54:00	1.99	213
2009-06-13T07:00:00	2.10	212
2009-06-13T07:06:00	2.13	213
2009-06-13T07:12:00	2.32	213
2009-06-13T07:18:00	2.42	213
2009-06-13T07:24:00	2.46	214
2009-06-13T07:30:00	2.65	217
2009-06-13T07:36:00	2.73	214
2009-06-13T07:42:00	2.83	216
2009-06-13T07:48:00	2.74	215
2009-06-13T07:54:00	2.70	218
2009-06-13T08:00:00	2.87	216
2009-06-13T08:06:00	2.75	218
2009-06-13T08:12:00	2.77	217
2009-06-13T08:18:00	2.75	215
2009-06-13T08:24:00	2.82	214
2009-06-13T08:30:00	2.80	219
2009-06-13T08:36:00	2.89	215
2009-06-13T08:42:00	2.81	217
2009-06-13T08:48:00	2.72	219
2009-06-13T08:54:00	2.68	215
2009-06-13T09:00:00	2.65	217
2009-06-13T09:06:00	2.52	217
2009-06-13T09:12:00	2.50	220
2009-06-13T09:18:00	2.37	218
2009-06-13T09:24:00	2.29	210
2009-06-13T09:30:00	2.41	216
2009-06-13T09:36:00	2.29	211
2009-06-13T09:42:00	2.41	214
2009-06-13T09:48:00	2.39	214
2009-06-13T09:54:00	2.14	214
2009-06-13T10:00:00	1.87	212
2009-06-13T10:06:00	1.99	214
2009-06-13T10:12:00	1.70	210
2009-06-13T10:18:00	1.55	212
2009-06-13T10:24:00	1.45	208
2009-06-13T10:30:00	1.53	210
2009-06-13T10:36:00	1.47	210
2009-06-13T10:42:00	1.51	211
2009-06-13T10:48:00	1.49	212
2009-06-13T10:54:00	1.49	214
2009-06-13T11:00:00	1.31	211
2009-06-13T11:06:00	1.17	210
2009-06-13T11:12:00	1.06	211
2009-06-13T11:18:00	1.08	211
2009-06-13T11:24:00	0.94	209
2009-06-13T11:30:00	0.92	209
2009-06-13T11:36:00	0.78	207
2009-06-13T11:42:00	0.63	210
2009-06-13T11:48:00	0.61	207
2009-06-13T11:54:00	0.50	213
2009-06-13T12:00:00	0.43	219
2009-06-13T12:06:00	0.29	210
2009-06-13T12:12:00	0.17	217
2009-06-13T12:18:00	0.01	16
2009-06-13T12:24:00	0.44	48
2009-06-13T12:30:00	0.60	46
2009-06-13T12:36:00	0.77	46
2009-06-13T12:42:00	0.99	35
2009-06-13T12:48:00	1.21	37
2009-06-13T12:54:00	1.48	34
2009-06-13T13:00:00	1.69	36
2009-06-13T13:06:00	1.94	37
2009-06-13T13:12:00	2.15	38
2009-06-13T13:18:00	2.34	39
2009-06-13T13:24:00	2.45	35
2009-06-13T13:30:00	2.63	33
2009-06-13T13:36:00	2.75	34
2009-06-13T13:42:00	2.79	34
2009-06-13T13:48:00	2.81	35
2009-06-13T13:54:00	2.88	34
2009-06-13T14:00:00	2.91	34
2009-06-13T14:06:00	2.96	34
2009-06-13T14:12:00	3.03	35
2009-06-13T14:18:00	3.03	35
2009-06-13T14:24:00	3.05	35
2009-06-13T14:30:00	3.05	36
2009-06-13T14:36:00	3.04	37
2009-06-13T14:42:00	3.05	37
2009-06-13T14:48:00	3.01	38
2009-06-13T14:54:00	3.11	39
2009-06-13T15:00:00	3.06	39
2009-06-13T15:06:00	2.99	40
2009-06-13T15:12:00	3.04	41
2009-06-13T15:18:00	2.91	40
2009-06-13T15:24:00	2.94	41
2009-06-13T15:30:00	2.99	41
2009-06-13T15:36:00	2.97	41
2009-06-13T15:42:00	2.97	41
2009-06-13T15:48:00	2.90	40
2009-06-13T15:54:00	2.94	42
2009-06-13T16:00:00	2.85	42
2009-06-13T16:06:00	2.77	43
2009-06-13T16:12:00	2.65	44
2009-06-13T16:18:00	2.57	43
2009-06-13T16:24:00	2.52	44
2009-06-13T16:30:00	2.44	44
2009-06-13T16:36:00	2.36	44
2009-06-13T16:42:00	2.25	45
2009-06-13T16:48:00	2.19	44
2009-06-13T16:54:00	2.06	45
2009-06-13T17:00:00	2.09	44
2009-06-13T17:06:00	2.07	44
2009-06-13T17:12:00	2.04	45
2009-06-13T17:18:00	2.00	45
2009-06-13T17:24:00	1.94	45
2009-06-13T17:30:00	1.86	46
2009-06-13T17:36:00	1.80	44
2009-06-13T17:42:00	1.69	44
2009-06-13T17:48:00	1.50	43
2009-06-13T17:54:00	1.37	44
2009-06-13T18:00:00	1.22	43
2009-06-13T18:06:00	1.08	44
2009-06-13T18:12:00	0.93	46
2009-06-13T18:18:00	0.77	45
