15.1	12.1
11.2	10.2
10.3	13.6
10.8	8.1
16.6	13.5
8.3	7.8
9.1	11.8
12.3	7.7
9.1	8.1
14.3	9.2
10.7	14.1
16.1	8.9
10.2	13.9
15.2	7.5
8.9	12.6
9.5	7.3
9.6	14.9
11.3	12.2
14	7.6
11.3	8.9
15.6	13.9
11.2	8.4
13.8	13.4
9	7.1
8.4	12.4
8.2	7.6
12	9.9
13.9	26
11.6	7.3
16	7.4
9.6	14.3
11.4	8.4
8.4	13.2
8	7.3
14.1	11.3
10.9	7.5
13.2	9.7
13.8	12.3
14.6	6.9
10.2	7.6
11.5	13.8
13.1	7.5
14.7	13.3
12.5	8
10.2	11.3
11.8	6.8
11	7.4
12.7	11.7
10.3	11.8
10.8	7.7
11	12.6
12.6	7.7
10.8	13.2
9.6	13.9
11.5	10.4
10.6	12.8
11.7	7.6
10.1	10.7
9.7	10.7
9.7	10.9
11.2	12.5
9.8	11.3
10.3	10.7
11.9	13.2
9.7	8.9
11.3	12.9
10.4	7.7
12	9.7
11	9.7
10.7	11.4
8.8	11.9
11.1	13.4
NaN	9.2
NaN	13.4
NaN	8.8
NaN	11.9
NaN	7.1
NaN	8.5
NaN	14
NaN	14.2
